Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Middle East and North Africa,Turkey,Cosmetics,Offline,C,5/15/2010,409873998,6/3/2010,9679,437.2,263.33,4231658.8,2548771.07,1682887.73
Sub-Saharan Africa,Mauritius ,Cosmetics,Offline,H,4/17/2010,151839911,5/22/2010,1659,437.2,263.33,725314.8,436864.47,288450.33
Europe,Cyprus,Cosmetics,Offline,L,4/21/2015,650727784,6/6/2015,3667,437.2,263.33,1603212.4,965631.11,637581.29
Asia,India,Cosmetics,Offline,L,12/3/2016,653148210,1/21/2017,9924,437.2,263.33,4338772.8,2613286.92,1725485.88
Sub-Saharan Africa,Burundi,Cosmetics,Offline,H,5/27/2011,562817418,6/2/2011,9036,437.2,263.33,3950539.2,2379449.88,1571089.32
Asia,Indonesia,Cosmetics,Offline,C,5/31/2010,304750287,6/1/2010,1237,437.2,263.33,540816.4,325739.21,215077.19
Europe,Moldova ,Cosmetics,Offline,L,2/24/2016,869589173,3/17/2016,9615,437.2,263.33,4203678.0,2531917.95,1671760.05
Central America and the Caribbean,Cuba,Cosmetics,Offline,C,9/18/2015,925264966,10/18/2015,5320,437.2,263.33,2325904.0,1400915.6,924988.4
Asia,Myanmar,Cosmetics,Online,L,4/3/2016,745182311,5/5/2016,4860,437.2,263.33,2124792.0,1279783.8,845008.2
Europe,Switzerland,Cosmetics,Online,C,5/21/2016,724799668,5/27/2016,3183,437.2,263.33,1391607.6,838179.39,553428.21
Australia and Oceania,Papua New Guinea,Cosmetics,Offline,H,4/22/2011,534633624,6/8/2011,8825,437.2,263.33,3858290.0,2323887.25,1534402.75
Asia,Malaysia,Cosmetics,Offline,M,12/30/2014,873522365,1/13/2015,3534,437.2,263.33,1545064.8,930608.22,614456.58
Australia and Oceania,Vanuatu,Cosmetics,Online,H,8/4/2012,356506621,9/3/2012,7086,437.2,263.33,3097999.2,1865956.38,1232042.82
Asia,Japan,Cosmetics,Offline,H,11/20/2016,107172334,12/23/2016,3530,437.2,263.33,1543316.0,929554.9,613761.1
Sub-Saharan Africa,Burkina Faso,Cosmetics,Offline,L,10/11/2012,849630105,11/9/2012,3284,437.2,263.33,1435764.8,864775.72,570989.08
Central America and the Caribbean,Saint Lucia,Cosmetics,Online,L,1/26/2012,888647449,2/28/2012,9383,437.2,263.33,4102247.6,2470825.39,1631422.21
Europe,San Marino,Cosmetics,Online,H,10/28/2011,759504878,12/8/2011,3226,437.2,263.33,1410407.2,849502.58,560904.62
Sub-Saharan Africa,Namibia,Cosmetics,Offline,C,7/29/2010,178377473,9/1/2010,4713,437.2,263.33,2060523.6,1241074.29,819449.31
Asia,Cambodia,Cosmetics,Offline,M,12/10/2010,533006703,1/23/2011,7383,437.2,263.33,3227847.6,1944165.39,1283682.21
Asia,Maldives,Cosmetics,Offline,M,10/15/2011,573025262,11/14/2011,9764,437.2,263.33,4268820.8,2571154.12,1697666.68
Sub-Saharan Africa,South Sudan,Cosmetics,Offline,H,8/3/2013,487014758,8/30/2013,7344,437.2,263.33,3210796.8,1933895.52,1276901.28
Sub-Saharan Africa,Cape Verde,Cosmetics,Online,H,6/12/2013,194225251,6/19/2013,4423,437.2,263.33,1933735.6,1164708.59,769027.01
Asia,Malaysia,Cosmetics,Offline,H,11/3/2013,908627116,11/24/2013,1810,437.2,263.33,791332.0,476627.3,314704.7
Central America and the Caribbean,Dominican Republic,Cosmetics,Offline,C,4/2/2017,798784863,5/2/2017,7047,437.2,263.33,3080948.4,1855686.51,1225261.89
Asia,Sri Lanka,Cosmetics,Offline,L,5/9/2014,452171361,5/27/2014,6409,437.2,263.33,2802014.8,1687681.97,1114332.83
Europe,Bosnia and Herzegovina,Cosmetics,Offline,C,2/4/2013,247857415,2/15/2013,5372,437.2,263.33,2348638.4,1414608.76,934029.64
Central America and the Caribbean,Panama,Cosmetics,Offline,M,8/31/2010,651621711,10/16/2010,8200,437.2,263.33,3585040.0,2159306.0,1425734.0
Europe,Portugal,Cosmetics,Offline,C,2/27/2011,736967885,3/12/2011,4029,437.2,263.33,1761478.8,1060956.57,700522.23
Australia and Oceania,Tuvalu,Cosmetics,Online,H,1/17/2016,991831386,1/29/2016,3803,437.2,263.33,1662671.6,1001443.99,661227.61
Europe,Norway,Cosmetics,Offline,C,11/8/2015,837855851,11/8/2015,9020,437.2,263.33,3943544.0,2375236.6,1568307.4
Sub-Saharan Africa,Sao Tome and Principe,Cosmetics,Offline,M,2/25/2014,448621833,3/3/2014,6025,437.2,263.33,2634130.0,1586563.25,1047566.75
Sub-Saharan Africa,Sierra Leone,Cosmetics,Offline,H,7/11/2011,867374312,8/3/2011,4189,437.2,263.33,1831430.8,1103089.37,728341.43
Central America and the Caribbean,Barbados,Cosmetics,Offline,H,10/15/2010,494745099,10/30/2010,4924,437.2,263.33,2152772.8,1296636.92,856135.88
Middle East and North Africa,Morocco,Cosmetics,Online,C,5/18/2010,453089320,6/16/2010,8053,437.2,263.33,3520771.6,2120596.49,1400175.11
Europe,Sweden,Cosmetics,Online,L,3/12/2014,418593108,3/25/2014,9858,437.2,263.33,4309917.6,2595907.14,1714010.46
Europe,Netherlands,Cosmetics,Online,M,12/5/2016,825143039,12/20/2016,7017,437.2,263.33,3067832.4,1847786.61,1220045.79
Europe,Romania,Cosmetics,Online,H,5/8/2017,228097045,6/17/2017,7839,437.2,263.33,3427210.8,2064243.87,1362966.93
Australia and Oceania,Fiji,Cosmetics,Online,M,10/31/2015,802078616,12/9/2015,1741,437.2,263.33,761165.2,458457.53,302707.67
Asia,China,Cosmetics,Offline,M,1/14/2017,586165082,1/27/2017,8128,437.2,263.33,3553561.6,2140346.24,1413215.36
Europe,Luxembourg,Cosmetics,Online,H,10/21/2012,205300843,12/3/2012,1937,437.2,263.33,846856.4,510070.21,336786.19
Asia,North Korea,Cosmetics,Offline,C,2/17/2017,157244670,3/15/2017,1047,437.2,263.33,457748.4,275706.51,182041.89
Asia,Singapore,Cosmetics,Offline,L,10/23/2014,970611894,11/10/2014,4483,437.2,263.33,1959967.6,1180508.39,779459.21
Middle East and North Africa,Iran,Cosmetics,Offline,M,7/20/2014,281561410,8/2/2014,9133,437.2,263.33,3992947.6,2404992.89,1587954.71
Europe,Slovakia,Cosmetics,Online,H,1/7/2010,386600577,1/29/2010,2557,437.2,263.33,1117920.4,673334.81,444585.59
Middle East and North Africa,Somalia,Cosmetics,Offline,M,10/2/2014,642442548,11/2/2014,1881,437.2,263.33,822373.2,495323.73,327049.47
Asia,Japan,Cosmetics,Online,L,1/6/2016,453569972,2/19/2016,289,437.2,263.33,126350.8,76102.37,50248.43
Europe,Belgium,Cosmetics,Online,H,2/12/2010,403961122,3/20/2010,9928,437.2,263.33,4340521.6,2614340.24,1726181.36
Central America and the Caribbean,Honduras,Cosmetics,Offline,L,5/29/2017,866053378,6/22/2017,3295,437.2,263.33,1440574.0,867672.35,572901.65
Central America and the Caribbean,Saint Vincent and the Grenadines,Cosmetics,Offline,L,7/15/2014,974655807,7/23/2014,1167,437.2,263.33,510212.4,307306.11,202906.29
Australia and Oceania,Vanuatu,Cosmetics,Offline,C,10/14/2013,607300031,10/14/2013,2429,437.2,263.33,1061958.8,639628.57,422330.23
Central America and the Caribbean,Costa Rica,Cosmetics,Online,L,3/2/2017,574441039,4/6/2017,8724,437.2,263.33,3814132.8,2297290.92,1516841.88
Australia and Oceania,Australia,Cosmetics,Offline,L,7/13/2011,392952907,8/13/2011,2352,437.2,263.33,1028294.4,619352.16,408942.24
